"Species","Guild","Body_mass"
"Lalage moesta","Omnivore",0.0295
"Lalage newtoni","Carnivore",0.0429
"Lalage nigra","Carnivore",0.0284
"Lalage polioptera","Carnivore",0.0358
"Lalage sharpei","Carnivore",0.0286
"Lalage sueurii","Carnivore",0.026
"Lalage tricolor","Carnivore",0.025
"Lalage typica","Carnivore",0.0429
"Lobotos lobatus","Carnivore",0.0331
"Lobotos oriolinus","Carnivore",0.0331
"Malindangia mcgregori","Carnivore",0.0426
"Pericrocotus albifrons","Carnivore",0.0108
"Pericrocotus brevirostris","Carnivore",0.0165
"Pericrocotus cantonensis","Carnivore",0.0163
"Pericrocotus cinnamomeus","Carnivore",0.0086
"Pericrocotus divaricatus","Carnivore",0.0246
"Pericrocotus erythropygius","Carnivore",0.0108
"Pericrocotus ethologus","Carnivore",0.019
"Pericrocotus flammeus","Carnivore",0.0233
"Pericrocotus igneus","Carnivore",0.015
"Pericrocotus lansbergei","Carnivore",0.0163
"Pericrocotus miniatus","Carnivore",0.0163
"Pericrocotus roseus","Carnivore",0.0192
"Pericrocotus solaris","Carnivore",0.0145
"Pericrocotus speciosus","Carnivore",0.0233
"Pericrocotus tegimae","Carnivore",0.021
"Amaurospiza carrizalensis","Herbivore",0.0136
"Amaurospiza concolor","Herbivore",0.0136
"Amaurospiza moesta","Herbivore",0.0136
"Cardinalis cardinalis","Herbivore",0.0426
"Cardinalis phoeniceus","Omnivore",0.035
"Cardinalis sinuatus","Herbivore",0.0352
"Caryothraustes canadensis","Omnivore",0.0345
"Caryothraustes poliogaster","Herbivore",0.0418
"Chlorothraupis carmioli","Carnivore",0.0376
"Chlorothraupis olivacea","Carnivore",0.039
"Chlorothraupis stolzmanni","Herbivore",0.0388
"Cyanocompsa parellina","Herbivore",0.0156
"Cyanoloxia brissonii","Herbivore",0.0275
"Cyanoloxia cyanoides","Herbivore",0.0325
"Cyanoloxia glaucocaerulea","Omnivore",0.0182
"Cyanoloxia rothschildii","Herbivore",0.0325
"Granatellus pelzelni","Carnivore",0.0112
"Granatellus sallaei","Carnivore",0.0099
"Granatellus venustus","Carnivore",0.0108
"Habia atrimaxillaris","Carnivore",0.0489
"Habia cristata","Carnivore",0.0465
"Habia fuscicauda","Carnivore",0.0368
"Habia gutturalis","Carnivore",0.0364
"Habia rubica","Carnivore",0.0325
"Passerina amoena","Herbivore",0.0155
"Passerina caerulea","Carnivore",0.0274
"Passerina ciris","Herbivore",0.0155
"Passerina cyanea","Herbivore",0.0147
"Passerina leclancherii","Herbivore",0.014
"Passerina rositae","Herbivore",0.02
"Passerina versicolor","Omnivore",0.0129
"Periporphyrus erythromelas","Omnivore",0.048
"Pheucticus aureoventris","Herbivore",0.049
"Pheucticus chrysogaster","Omnivore",0.0558
"Pheucticus chrysopeplus","Herbivore",0.0776
"Pheucticus ludovicianus","Herbivore",0.042
"Pheucticus melanocephalus","Carnivore",0.0471
"Pheucticus tibialis","Herbivore",0.0623
"Piranga bidentata","Omnivore",0.0361
"Piranga erythrocephala","Omnivore",0.0218
"Piranga flava","Carnivore",0.0377
"Piranga leucoptera","Herbivore",0.016
"Piranga ludoviciana","Carnivore",0.0281
"Piranga olivacea","Carnivore",0.0282
"Piranga roseogularis","Carnivore",0.024
"Piranga rubra","Carnivore",0.0291
"Piranga rubriceps","Omnivore",0.0359
"Rhodothraupis celaeno","Herbivore",0.06
"Spiza americana","Omnivore",0.0262
"Certhia americana","Carnivore",0.0081
"Certhia brachydactyla","Carnivore",0.0082
"Certhia discolor","Carnivore",0.0104
"Certhia familiaris","Omnivore",0.009
"Certhia himalayana","Carnivore",0.0088
"Certhia hodgsoni","Carnivore",0.009
"Certhia manipurensis","Carnivore",0.0104
"Certhia nipalensis","Carnivore",0.0111
"Certhia tianquanensis","Omnivore",0.009
"Salpornis salvadori","Carnivore",0.0148
"Salpornis spilonota","Carnivore",0.0148
"Chaetops aurantius","Carnivore",0.0541
"Chaetops frenatus","Carnivore",0.055
"Chloropsis aurifrons","Omnivore",0.0323
"Chloropsis cochinchinensis","Omnivore",0.0245
"Chloropsis cyanopogon","Omnivore",0.022
"Chloropsis flavipennis","Omnivore",0.0354
"Chloropsis hardwickii","Omnivore",0.0323
"Chloropsis jerdoni","Omnivore",0.0245
"Chloropsis kinabaluensis","Omnivore",0.0245
"Chloropsis media","Omnivore",0.0323
"Chloropsis palawanensis","Omnivore",0.0303
"Chloropsis sonnerati","Omnivore",0.0458
"Chloropsis venusta","Omnivore",0.022
"Cinclus cinclus","Carnivore",0.0615
"Cinclus leucocephalus","Carnivore",0.044
"Cinclus mexicanus","Carnivore",0.0567
"Cinclus pallasii","Carnivore",0.076
"Cinclus schulzii","Carnivore",0.0376
"Cinclosoma ajax","Carnivore",0.0653
"Cinclosoma alisteri","Carnivore",0.0549
"Cinclosoma castaneothorax","Carnivore",0.0624
"Cinclosoma castanotum","Carnivore",0.0733
"Cinclosoma cinnamomeum","Carnivore",0.0561
"Cinclosoma clarum","Carnivore",0.0733
"Cinclosoma marginatum","Carnivore",0.0608
"Cinclosoma punctatum","Carnivore",0.1133
"Ptilorrhoa caerulescens","Carnivore",0.049
"Ptilorrhoa castanonota","Carnivore",0.0697
"Ptilorrhoa geislerorum","Carnivore",0.049
"Ptilorrhoa leucosticta","Carnivore",0.0492
"Apalis alticola","Carnivore",0.0121
"Apalis argentea","Carnivore",0.0093
"Apalis bamendae","Carnivore",0.0092
"Apalis binotata","Carnivore",0.0082
"Apalis chapini","Carnivore",0.0088
"Apalis chariessa","Carnivore",0.0092
"Apalis chirindensis","Carnivore",0.0086
"Apalis cinerea","Carnivore",0.0099
"Apalis flavida","Carnivore",0.0082
"Apalis flavigularis","Carnivore",0.0111
"Apalis fuscigularis","Carnivore",0.011
"Apalis goslingi","Carnivore",0.0082
"Apalis jacksoni","Carnivore",0.0087
"Apalis kaboboensis","Carnivore",0.0084
"Apalis karamojae","Carnivore",0.0092
"Apalis lynesi","Carnivore",0.0114
"Apalis melanocephala","Carnivore",0.0088
"Apalis nigriceps","Carnivore",0.0084
"Apalis personata","Carnivore",0.011
"Apalis porphyrolaema","Carnivore",0.0084
"Apalis ruddi","Carnivore",0.0097
"Apalis rufogularis","Carnivore",0.0083
"Apalis sharpii","Carnivore",0.0087
"Apalis thoracica","Carnivore",0.0111
"Artisornis metopias","Carnivore",0.0084
"Artisornis moreaui","Carnivore",0.0092
"Bathmocercus cerviniventris","Carnivore",0.0158
"Bathmocercus rufus","Carnivore",0.0154
"Calamonastes fasciolatus","Carnivore",0.0131
"Calamonastes simplex","Carnivore",0.012
"Calamonastes stierlingi","Carnivore",0.013
"Calamonastes undosus","Carnivore",0.013
"Camaroptera brachyura","Carnivore",0.0097
"Camaroptera chloronota","Carnivore",0.0114
"Camaroptera harterti","Carnivore",0.0097
"Camaroptera superciliaris","Carnivore",0.0097
"Cisticola aberdare","Carnivore",0.024
"Cisticola aberrans","Carnivore",0.0142
"Cisticola anderseni","Carnivore",0.0131
"Cisticola angusticauda","Carnivore",0.0082
"Cisticola anonymus","Carnivore",0.0139
"Cisticola aridulus","Carnivore",0.0092
"Cisticola ayresii","Carnivore",0.007
"Cisticola bakerorum","Carnivore",0.0196
"Cisticola bodessa","Carnivore",0.0171
"Cisticola brachypterus","Carnivore",0.0078
"Cisticola brunnescens","Carnivore",0.008
"Cisticola bulliens","Carnivore",0.0158
"Cisticola cantans","Carnivore",0.0117
"Cisticola carruthersi","Carnivore",0.0112
"Cisticola cherina","Carnivore",0.01
"Cisticola chiniana","Carnivore",0.0161
"Cisticola chubbi","Carnivore",0.016
"Cisticola cinereolus","Carnivore",0.017
"Cisticola cinnamomeus","Carnivore",0.008
"Cisticola dambo","Carnivore",0.009
"Cisticola erythrops","Carnivore",0.0148
"Cisticola exilis","Carnivore",0.007
"Cisticola eximius","Carnivore",0.012
"Cisticola fulvicapilla","Carnivore",0.0082
"Cisticola galactotes","Carnivore",0.0131
"Cisticola guinea","Carnivore",0.0093
"Cisticola haematocephalus","Carnivore",0.0131
"Cisticola haesitatus","Carnivore",0.0069
"Cisticola hunteri","Carnivore",0.0155
"Cisticola juncidis","Carnivore",0.0068
"Cisticola lais","Carnivore",0.0148
"Cisticola lateralis","Carnivore",0.0168
"Cisticola luapula","Carnivore",0.0131
"Cisticola lugubris","Carnivore",0.0131
"Cisticola marginatus","Carnivore",0.0131
"Cisticola melanurus","Carnivore",0.0087
"Cisticola nana","Carnivore",0.005
"Cisticola natalensis","Carnivore",0.0164
"Cisticola nigriloris","Carnivore",0.0196
"Cisticola njombe","Carnivore",0.0109
"Cisticola pipiens","Carnivore",0.0135
"Cisticola restrictus","Carnivore",0.0132
"Cisticola robustus","Carnivore",0.0185
"Cisticola ruficeps","Carnivore",0.0097
"Cisticola rufilatus","Carnivore",0.0113
"Cisticola rufus","Carnivore",0.0073
"Cisticola subruficapilla","Carnivore",0.0099
"Cisticola textrix","Carnivore",0.0103
"Cisticola tinniens","Carnivore",0.0114
"Cisticola troglodytes","Carnivore",0.0082
"Cisticola woosnami","Carnivore",0.0135
"Drymocichla incana","Carnivore",0.01
"Eminia lepida","Carnivore",0.0202
"Eremomela atricollis","Carnivore",0.0102
"Eremomela badiceps","Carnivore",0.0106
"Eremomela canescens","Carnivore",0.0069
"Eremomela flavicrissalis","Carnivore",0.0045
"Eremomela gregalis","Carnivore",0.0068
"Eremomela icteropygialis","Carnivore",0.0075
"Eremomela pusilla","Carnivore",0.0062
"Eremomela salvadorii","Carnivore",0.0075
"Eremomela scotops","Carnivore",0.009
"Eremomela turneri","Carnivore",0.0073
"Eremomela usticollis","Carnivore",0.0084
"Euryptila subcinnamomea","Carnivore",0.0115
"Hypergerus atriceps","Carnivore",0.0298
"Incana incana","Carnivore",0.0104
"Malcorus pectoralis","Carnivore",0.0101
"Micromacronus leytensis","Carnivore",0.0055
"Micromacronus sordidus","Carnivore",0.0055
"Neomixis striatigula","Carnivore",0.0083
"Neomixis tenella","Carnivore",0.0069
"Neomixis viridis","Carnivore",0.007
"Oreolais pulcher","Carnivore",0.0084
"Oreolais ruwenzorii","Carnivore",0.0099
"Oreophilais robertsi","Carnivore",0.01
"Orthotomus atrogularis","Carnivore",0.0077
"Orthotomus castaneiceps","Carnivore",0.0128
"Orthotomus chaktomuk","Carnivore",0.0071
"Orthotomus chloronotus","Carnivore",0.0081
"Orthotomus cinereiceps","Carnivore",0.009
"Orthotomus derbianus","Carnivore",0.0107
"Orthotomus frontalis","Carnivore",0.008
"Orthotomus nigriceps","Carnivore",0.0098
"Orthotomus ruficeps","Carnivore",0.007
"Orthotomus samarensis","Carnivore",0.0089
"Orthotomus sepium","Carnivore",0.0084
"Orthotomus sericeus","Carnivore",0.0108
"Orthotomus sutorius","Carnivore",0.0075
"Phragmacia substriata","Carnivore",0.0106
"Phyllolais pulchella","Carnivore",0.006
"Poliolais lopezi","Carnivore",0.012
"Prinia atrogularis","Carnivore",0.0118
"Prinia bairdii","Carnivore",0.0134
"Prinia buchanani","Carnivore",0.0067
"Prinia cinereocapilla","Carnivore",0.0073
"Prinia cooki","Carnivore",0.011
"Prinia crinigera","Carnivore",0.0137
"Prinia erythroptera","Carnivore",0.0115
"Prinia familiaris","Carnivore",0.009
"Prinia flavicans","Carnivore",0.0087
"Prinia flaviventris","Carnivore",0.007
"Prinia fluviatilis","Carnivore",0.008
"Prinia gracilis","Carnivore",0.0071
"Prinia hodgsonii","Carnivore",0.0064
"Prinia hypoxantha","Carnivore",0.0105
"Prinia inornata","Carnivore",0.007
"Prinia lepida","Carnivore",0.0071
"Prinia maculosa","Carnivore",0.009
"Prinia molleri","Carnivore",0.0088
"Prinia polychroa","Carnivore",0.011
"Prinia rocki","Carnivore",0.011
"Prinia rufescens","Carnivore",0.0065
"Prinia rufifrons","Carnivore",0.0065
"Prinia socialis","Carnivore",0.008
"Prinia somalica","Carnivore",0.0075
"Prinia striata","Carnivore",0.0137
"Prinia subflava","Carnivore",0.0086
"Prinia superciliaris","Carnivore",0.0118
"Prinia sylvatica","Carnivore",0.0161
"Scepomycter winifredae","Carnivore",0.0148
"Schistolais leontica","Carnivore",0.0124
"Schistolais leucopogon","Carnivore",0.0117
"Spiloptila clamans","Carnivore",0.007
"Urolais epichlorus","Carnivore",0.0113
"Climacteris affinis","Carnivore",0.0217
"Climacteris erythrops","Carnivore",0.0233
"Climacteris melanurus","Carnivore",0.0319
"Climacteris picumnus","Carnivore",0.0289
"Climacteris rufus","Carnivore",0.0326
"Cormobates leucophaea","Carnivore",0.022
"Cormobates placens","Carnivore",0.0158
"Cnemophilus loriae","Herbivore",0.084
"Cnemophilus macgregorii","Herbivore",0.0979
"Loboparadisea sericea","Herbivore",0.0673
"Conopophaga ardesiaca","Carnivore",0.0263
"Conopophaga aurita","Carnivore",0.0263
"Conopophaga castaneiceps","Carnivore",0.027
"Conopophaga cearae","Carnivore",0.022
"Conopophaga lineata","Carnivore",0.0252
"Conopophaga melanogaster","Carnivore",0.0425
"Conopophaga melanops","Carnivore",0.0201
"Conopophaga peruviana","Carnivore",0.023
"Conopophaga roberti","Carnivore",0.0208
"Pittasoma michleri","Carnivore",0.109
"Pittasoma rufopileatum","Carnivore",0.0965
"Corcorax melanorhamphos","Omnivore",0.364
"Struthidea cinerea","Omnivore",0.132
"Aphelocoma californica","Omnivore",0.0857
"Aphelocoma coerulescens","Omnivore",0.0771
"Aphelocoma insularis","Omnivore",0.0857
"Aphelocoma ultramarina","Omnivore",0.1133
"Aphelocoma unicolor","Omnivore",0.124
"Aphelocoma wollweberi","Omnivore",0.1133
"Aphelocoma woodhouseii","Omnivore",0.0902
"Calocitta colliei","Omnivore",0.234
"Calocitta formosa","Omnivore",0.21
"Cissa chinensis","Carnivore",0.1266
"Cissa hypoleuca","Carnivore",0.125
"Cissa jefferyi","Carnivore",0.125
"Cissa thalassina","Carnivore",0.125
"Corvus albicollis","Omnivore",0.894
"Corvus albus","Carnivore",0.524
"Corvus bennetti","Omnivore",0.389
"Corvus brachyrhynchos","Omnivore",0.4488
"Corvus capensis","Omnivore",0.553
"Corvus corax","Omnivore",0.928
"Corvus cornix","Carnivore",0.4265
"Corvus corone","Carnivore",0.57
"Corvus coronoides","Omnivore",0.6443
"Corvus crassirostris","Carnivore",1.135
"Corvus cryptoleucus","Carnivore",0.5335
"Corvus dauuricus","Omnivore",0.208
"Corvus edithae","Carnivore",0.524
"Corvus enca","Omnivore",0.251
"Corvus florensis","Omnivore",0.175
"Corvus frugilegus","Omnivore",0.4521
"Corvus fuscicapillus","Herbivore",0.635
"Corvus hawaiiensis","Omnivore",0.5188
"Corvus imparatus","Omnivore",0.221
"Corvus insularis","Omnivore",0.508
"Corvus jamaicensis","Omnivore",0.338
"Corvus kubaryi","Omnivore",0.2499
"Corvus leucognaphalus","Omnivore",0.401
"Corvus macrorhynchos","Omnivore",0.5131
"Corvus meeki","Omnivore",0.467
"Corvus mellori","Omnivore",0.5404
"Corvus monedula","Omnivore",0.246
"Corvus moneduloides","Omnivore",0.2774
"Corvus nasicus","Omnivore",0.401
"Corvus orru","Omnivore",0.508
"Corvus ossifragus","Omnivore",0.2846
"Corvus palmarum","Omnivore",0.289
"Corvus pectoralis","Omnivore",0.4705
"Corvus rhipidurus","Omnivore",0.611
"Corvus ruficollis","Omnivore",0.5735
"Corvus sinaloae","Omnivore",0.244
"Corvus splendens","Omnivore",0.2926
"Corvus tasmanicus","Omnivore",0.6763
"Corvus tristis","Omnivore",0.635
"Corvus typicus","Carnivore",0.175
"Corvus unicolor","Omnivore",0.175
"Corvus validus","Herbivore",0.3
"Corvus violaceus","Omnivore",0.251
"Corvus woodfordi","Omnivore",0.467
"Crypsirina cucullata","Carnivore",0.1325
"Crypsirina temia","Omnivore",0.1295
"Cyanocitta cristata","Omnivore",0.088
"Cyanocitta stelleri","Omnivore",0.128
"Cyanocorax affinis","Omnivore",0.212
"Cyanocorax beecheii","Omnivore",0.193
"Cyanocorax caeruleus","Omnivore",0.272
"Cyanocorax cayanus","Omnivore",0.175
"Cyanocorax chrysops","Carnivore",0.166
"Cyanocorax cristatellus","Omnivore",0.178
"Cyanocorax cyanomelas","Omnivore",0.207
"Cyanocorax cyanopogon","Omnivore",0.146
"Cyanocorax dickeyi","Herbivore",0.181
"Cyanocorax heilprini","Omnivore",0.172
"Cyanocorax melanocyaneus","Omnivore",0.101
"Cyanocorax mystacalis","Omnivore",0.1544
"Cyanocorax sanblasianus","Omnivore",0.109
"Cyanocorax violaceus","Omnivore",0.262
"Cyanocorax yncas","Omnivore",0.0785
"Cyanocorax yucatanicus","Omnivore",0.118
"Cyanolyca argentigula","Carnivore",0.2
"Cyanolyca armillata","Carnivore",0.2
"Cyanolyca cucullata","Omnivore",0.1013
"Cyanolyca mirabilis","Carnivore",0.0524
"Cyanolyca nanus","Carnivore",0.041
"Cyanolyca pulchra","Carnivore",0.1013
"Cyanolyca pumilo","Carnivore",0.047
"Cyanolyca turcosa","Carnivore",0.0975
"Cyanolyca viridicyanus","Carnivore",0.1198
"Cyanopica cooki","Omnivore",0.0704
"Cyanopica cyanus","Omnivore",0.0959
"Dendrocitta bayleii","Carnivore",0.102
"Dendrocitta cinerascens","Omnivore",0.125
"Dendrocitta formosae","Omnivore",0.1027
"Dendrocitta frontalis","Carnivore",0.1
"Dendrocitta leucogastra","Carnivore",0.0992
"Dendrocitta occipitalis","Omnivore",0.0953
"Dendrocitta vagabunda","Carnivore",0.1
"Garrulus glandarius","Omnivore",0.1595
"Garrulus lanceolatus","Omnivore",0.0977
"Garrulus lidthi","Omnivore",0.125
"Gymnorhinus cyanocephalus","Omnivore",0.1048
"Nucifraga caryocatactes","Omnivore",0.1825
"Nucifraga columbiana","Omnivore",0.1298
"Nucifraga multipunctata","Omnivore",0.191
"Perisoreus canadensis","Omnivore",0.0716
"Perisoreus infaustus","Omnivore",0.0844
"Perisoreus internigrans","Omnivore",0.102
"Pica asirensis","Omnivore",0.2
"Pica bottanensis","Omnivore",0.2175
"Pica hudsonia","Omnivore",0.1771
"Pica mauritanica","Omnivore",0.2175
"Pica nuttalli","Carnivore",0.1583
"Pica pica","Omnivore",0.2175
"Pica serica","Omnivore",0.2175
"Platysmurus leucopterus","Omnivore",0.18
"Podoces biddulphi","Omnivore",0.1305
"Podoces hendersoni","Omnivore",0.1205
"Podoces panderi","Omnivore",0.0911
"Podoces pleskei","Omnivore",0.0875
"Psilorhinus morio","Omnivore",0.204
"Ptilostomus afer","Omnivore",0.128
"Pyrrhocorax graculus","Carnivore",0.211
"Pyrrhocorax pyrrhocorax","Carnivore",0.2767
"Temnurus temnurus","Carnivore",0.138
"Urocissa caerulea","Omnivore",0.257
"Urocissa erythroryncha","Carnivore",0.1515
"Urocissa flavirostris","Carnivore",0.1492
"Urocissa ornata","Omnivore",0.196
"Urocissa whiteheadi","Omnivore",0.2
"Zavattariornis stresemanni","Carnivore",0.13
"Ampelioides tschudii","Omnivore",0.0784
"Ampelion rubrocristatus","Herbivore",0.0663
"Ampelion rufaxilla","Omnivore",0.0739
"Carpodectes antoniae","Herbivore",0.098
"Carpodectes hopkei","Herbivore",0.102
"Carpodectes nitidus","Herbivore",0.1016
"Carpornis cucullata","Herbivore",0.0742
"Carpornis melanocephala","Herbivore",0.0642
"Cephalopterus glabricollis","Omnivore",0.3795
"Cephalopterus ornatus","Omnivore",0.38
"Cephalopterus penduliger","Herbivore",0.338
"Conioptilon mcilhennyi","Herbivore",0.09
"Cotinga amabilis","Herbivore",0.0715
"Cotinga cayana","Herbivore",0.0618
"Cotinga cotinga","Herbivore",0.054
"Cotinga maculata","Omnivore",0.065
"Cotinga maynana","Herbivore",0.069
"Cotinga nattererii","Herbivore",0.0572
"Cotinga ridgwayi","Herbivore",0.0572
"Doliornis remseni","Herbivore",0.0631
"Doliornis sclateri","Herbivore",0.0602
"Gymnoderus foetidus","Herbivore",0.2755
"Haematoderus militaris","Carnivore",0.227
"Lipaugus ater","Herbivore",0.08
"Lipaugus conditus","Herbivore",0.08
"Lipaugus fuscocinereus","Herbivore",0.138
"Lipaugus lanioides","Herbivore",0.0948
"Lipaugus streptophorus","Herbivore",0.0572
"Lipaugus unirufus","Omnivore",0.0821
"Lipaugus uropygialis","Omnivore",0.116
"Lipaugus vociferans","Omnivore",0.0754
"Lipaugus weberi","Herbivore",0.0721
"Perissocephalus tricolor","Herbivore",0.3389
"Phibalura flavirostris","Herbivore",0.0465
"Phoenicircus carnifex","Herbivore",0.0829
"Phoenicircus nigricollis","Herbivore",0.0963
"Phytotoma raimondii","Herbivore",0.0398
"Phytotoma rara","Herbivore",0.047
